"brand_name","drug_product_description","spending_year","wac_year","wac_increase_amount","wac_after_increase","unit_sales_volume_us","total_spending_5_years","total_dosage_units_5_years","total_spending_per_year","total_dosage_units_per_year"
"Carteolol HCl",NULL,2019,NULL,NULL,NULL,NULL,"2786562.07","1146868","513965.10","210133"
"Carteolol HCl",NULL,2020,NULL,NULL,NULL,NULL,"2786562.07","1146868","609790.81","253908"
"Carteolol HCl",NULL,2021,NULL,NULL,NULL,NULL,"2786562.07","1146868","604998.10","241510"
"Carteolol HCl",NULL,2022,NULL,NULL,NULL,NULL,"2786562.07","1146868","581063.01","223054"
"Cartia Xt",NULL,2018,NULL,NULL,NULL,NULL,"186396924.11","349931489","70332832.88","135945945"
"Cartia Xt",NULL,2019,NULL,NULL,NULL,NULL,"186396924.11","349931489","52804004.83","103636905"
"Cartia Xt",NULL,2020,NULL,NULL,NULL,NULL,"186396924.11","349931489","36753986.55","66394356"
"Cartia Xt",NULL,2021,NULL,NULL,NULL,NULL,"186396924.11","349931489","21921628.24","35001293"
"Cartia Xt",NULL,2022,NULL,NULL,NULL,NULL,"186396924.11","349931489","4584471.61","8952990"
"Carvedilol",NULL,2018,NULL,NULL,NULL,NULL,"769201644.10","9213916273","131549457.80","1693738812"
"Carvedilol",NULL,2019,NULL,NULL,NULL,NULL,"769201644.10","9213916273","154858240.00","1783676177"
"Carvedilol",NULL,2020,NULL,NULL,NULL,NULL,"769201644.10","9213916273","151314482.20","1872915243"
"Carvedilol",NULL,2021,NULL,NULL,NULL,NULL,"769201644.10","9213916273","162600430.10","1908239622"
"Carvedilol",NULL,2022,NULL,NULL,NULL,NULL,"769201644.10","9213916273","168879034.00","1955346419"
"Carvedilol ER",NULL,2018,NULL,NULL,NULL,NULL,"170525051.14","25265871","31939935.29","4537870"
"Carvedilol ER",NULL,2019,NULL,NULL,NULL,NULL,"170525051.14","25265871","34560864.92","5084560"
"Carvedilol ER",NULL,2020,NULL,NULL,NULL,NULL,"170525051.14","25265871","34425957.55","5076719"
"Carvedilol ER",NULL,2021,NULL,NULL,NULL,NULL,"170525051.14","25265871","34426995.81","5098996"
"Carvedilol ER",NULL,2022,NULL,NULL,NULL,NULL,"170525051.14","25265871","35171297.57","5467726"
"Casodex",NULL,2018,NULL,NULL,NULL,NULL,"2874767.82","31955","203605.38","2250"
"Casodex",NULL,2019,NULL,NULL,NULL,NULL,"2874767.82","31955","788496.66","8493"
"Casodex",NULL,2020,NULL,NULL,NULL,NULL,"2874767.82","31955","811316.34","8849"
"Casodex",NULL,2021,NULL,NULL,NULL,NULL,"2874767.82","31955","650582.77","7827"
"Casodex",NULL,2022,NULL,NULL,NULL,NULL,"2874767.82","31955","420766.67","4536"
"Caspofungin Acetate",NULL,2018,NULL,NULL,NULL,NULL,"8051667.59","698404","1358383.35","72563"
"Caspofungin Acetate",NULL,2019,NULL,NULL,NULL,NULL,"8051667.59","698404","1427748.44","93339"
"Caspofungin Acetate",NULL,2020,NULL,NULL,NULL,NULL,"8051667.59","698404","1439014.00","110470"
"Caspofungin Acetate",NULL,2021,NULL,NULL,NULL,NULL,"8051667.59","698404","1895179.27","195544"
"Caspofungin Acetate",NULL,2022,NULL,NULL,NULL,NULL,"8051667.59","698404","1931342.53","226488"
"Catapres-Tts 1",NULL,2018,NULL,NULL,NULL,NULL,"1486501.41","25125","342022.25","6442"
"Catapres-Tts 1",NULL,2019,NULL,NULL,NULL,NULL,"1486501.41","25125","343044.77","5924"
"Catapres-Tts 1",NULL,2020,NULL,NULL,NULL,NULL,"1486501.41","25125","319085.37","5304"
"Catapres-Tts 1",NULL,2021,NULL,NULL,NULL,NULL,"1486501.41","25125","300965.34","4644"
"Catapres-Tts 1",NULL,2022,NULL,NULL,NULL,NULL,"1486501.41","25125","181383.68","2811"
"Catapres-Tts 2",NULL,2018,NULL,NULL,NULL,NULL,"5098617.18","48549","1341129.87","13830"
"Catapres-Tts 2",NULL,2019,NULL,NULL,NULL,NULL,"5098617.18","48549","1173419.30","11504"
"Catapres-Tts 2",NULL,2020,NULL,NULL,NULL,NULL,"5098617.18","48549","1124875.94","10319"
"Catapres-Tts 2",NULL,2021,NULL,NULL,NULL,NULL,"5098617.18","48549","965925.51","8633"
"Catapres-Tts 2",NULL,2022,NULL,NULL,NULL,NULL,"5098617.18","48549","493266.56","4263"
"Catapres-Tts 3",NULL,2018,NULL,NULL,NULL,NULL,"9661195.68","65655","2460953.42","18241"
"Catapres-Tts 3",NULL,2019,NULL,NULL,NULL,NULL,"9661195.68","65655","2190742.02","15307"
"Catapres-Tts 3",NULL,2020,NULL,NULL,NULL,NULL,"9661195.68","65655","2124862.41","14072"
"Catapres-Tts 3",NULL,2021,NULL,NULL,NULL,NULL,"9661195.68","65655","1880777.77","11769"
"Catapres-Tts 3",NULL,2022,NULL,NULL,NULL,NULL,"9661195.68","65655","1003860.06","6266"
"Caverject",NULL,2018,NULL,NULL,NULL,NULL,"29724.00","293","15360.16","164"
"Caverject",NULL,2019,NULL,NULL,NULL,NULL,"29724.00","293","14363.84","129"
"Cayston",NULL,2018,NULL,NULL,NULL,NULL,"161346333.33","1376929","29035925.49","277032"
"Cayston",NULL,2019,NULL,NULL,NULL,NULL,"161346333.33","1376929","32988229.17","300384"
"Cayston",NULL,2020,NULL,NULL,NULL,NULL,"161346333.33","1376929","35176831.21","301813"
"Cayston",NULL,2021,NULL,NULL,NULL,NULL,"161346333.33","1376929","32352665.03","259392"
"Cayston",NULL,2022,NULL,NULL,NULL,NULL,"161346333.33","1376929","31792682.43","238308"
"Cefaclor",NULL,2018,NULL,NULL,NULL,NULL,"2567959.70","1394772","239351.66","152597"
"Cefaclor",NULL,2019,NULL,NULL,NULL,NULL,"2567959.70","1394772","450862.90","252013"
"Cefaclor",NULL,2020,NULL,NULL,NULL,NULL,"2567959.70","1394772","621306.60","344058"
"Cefaclor",NULL,2021,NULL,NULL,NULL,NULL,"2567959.70","1394772","597595.89","325218"
"Cefaclor",NULL,2022,NULL,NULL,NULL,NULL,"2567959.70","1394772","658842.65","320886"
"Cefaclor ER",NULL,2018,NULL,NULL,NULL,NULL,"232731.57","15617","71923.02","4896"
"Cefaclor ER",NULL,2019,NULL,NULL,NULL,NULL,"232731.57","15617","56498.99","3479"
"Cefaclor ER",NULL,2020,NULL,NULL,NULL,NULL,"232731.57","15617","32058.97","2210"
"Cefaclor ER",NULL,2021,NULL,NULL,NULL,NULL,"232731.57","15617","32668.75","2295"
"Cefaclor ER",NULL,2022,NULL,NULL,NULL,NULL,"232731.57","15617","39581.84","2737"
"Cefadroxil",NULL,2018,NULL,NULL,NULL,NULL,"18747160.35","34057289","2791572.35","5360306"
"Cefadroxil",NULL,2019,NULL,NULL,NULL,NULL,"18747160.35","34057289","3210644.73","6005385"
"Cefadroxil",NULL,2020,NULL,NULL,NULL,NULL,"18747160.35","34057289","3474161.98","6379294"
"Cefadroxil",NULL,2021,NULL,NULL,NULL,NULL,"18747160.35","34057289","4060285.18","7461561"
"Cefadroxil",NULL,2022,NULL,NULL,NULL,NULL,"18747160.35","34057289","5210496.11","8850743"
"Cefazolin Sodium-Dextrose",NULL,2018,NULL,NULL,NULL,NULL,"1272044.09","8070546","312193.53","2126650"
"Cefazolin Sodium-Dextrose",NULL,2019,NULL,NULL,NULL,NULL,"1272044.09","8070546","258830.70","1857831"
"Cefazolin Sodium-Dextrose",NULL,2020,NULL,NULL,NULL,NULL,"1272044.09","8070546","246799.19","1411195"
"Cefazolin Sodium-Dextrose",NULL,2021,NULL,NULL,NULL,NULL,"1272044.09","8070546","270709.50","1404494"
"Cefazolin Sodium-Dextrose",NULL,2022,NULL,NULL,NULL,NULL,"1272044.09","8070546","183511.17","1270376"
"Cefazolin Sodium*",NULL,2018,NULL,NULL,NULL,NULL,"19589064.31","20423971","3043846.20","3519082"
"Cefazolin Sodium*",NULL,2019,NULL,NULL,NULL,NULL,"19589064.31","20423971","3260337.12","3968808"
"Cefazolin Sodium*",NULL,2020,NULL,NULL,NULL,NULL,"19589064.31","20423971","4141238.38","4735514"
"Cefazolin Sodium*",NULL,2021,NULL,NULL,NULL,NULL,"19589064.31","20423971","4369098.04","4401292"
"Cefazolin Sodium*",NULL,2022,NULL,NULL,NULL,NULL,"19589064.31","20423971","4774544.57","3799275"
"Cefdinir",NULL,2018,NULL,NULL,NULL,NULL,"172308878.48","137773207","32374329.30","24975990"
"Cefdinir",NULL,2019,NULL,NULL,NULL,NULL,"172308878.48","137773207","36983720.58","29376784"
"Cefdinir",NULL,2020,NULL,NULL,NULL,NULL,"172308878.48","137773207","32957925.81","24904257"
"Cefdinir",NULL,2021,NULL,NULL,NULL,NULL,"172308878.48","137773207","32019453.86","26250648"
"Cefdinir",NULL,2022,NULL,NULL,NULL,NULL,"172308878.48","137773207","37973448.93","32265528"
"Cefepime",NULL,2018,NULL,NULL,NULL,NULL,"6098379.35","12816317","1524405.71","3075218"
"Cefepime",NULL,2019,NULL,NULL,NULL,NULL,"6098379.35","12816317","1310935.63","2795057"
"Cefepime",NULL,2020,NULL,NULL,NULL,NULL,"6098379.35","12816317","1231355.36","2614419"
"Cefepime",NULL,2021,NULL,NULL,NULL,NULL,"6098379.35","12816317","1052733.81","2267273"
"Cefepime",NULL,2022,NULL,NULL,NULL,NULL,"6098379.35","12816317","978948.84","2064350"
"Cefepime-Dextrose",NULL,2018,NULL,NULL,NULL,NULL,"1464398.58","88862","214194.17","21181"
"Cefepime-Dextrose",NULL,2019,NULL,NULL,NULL,NULL,"1464398.58","88862","283545.69","17826"
"Cefepime-Dextrose",NULL,2020,NULL,NULL,NULL,NULL,"1464398.58","88862","392344.59","18781"
"Cefepime-Dextrose",NULL,2021,NULL,NULL,NULL,NULL,"1464398.58","88862","287261.65","16056"
"Cefepime-Dextrose",NULL,2022,NULL,NULL,NULL,NULL,"1464398.58","88862","287052.48","15018"
"Cefepime HCl*",NULL,2018,NULL,NULL,NULL,NULL,"76564783.93","25426959","11357454.74","4783623"
"Cefepime HCl*",NULL,2019,NULL,NULL,NULL,NULL,"76564783.93","25426959","14203698.38","5409698"
"Cefepime HCl*",NULL,2020,NULL,NULL,NULL,NULL,"76564783.93","25426959","16006085.17","4719410"
"Cefepime HCl*",NULL,2021,NULL,NULL,NULL,NULL,"76564783.93","25426959","16350518.05","5431361"
"Cefepime HCl*",NULL,2022,NULL,NULL,NULL,NULL,"76564783.93","25426959","18647027.59","5082867"
"Cefixime",NULL,2018,NULL,NULL,NULL,NULL,"7439605.78","794676","474906.84","99571"
"Cefixime",NULL,2019,NULL,NULL,NULL,NULL,"7439605.78","794676","1408797.74","140448"
"Cefixime",NULL,2020,NULL,NULL,NULL,NULL,"7439605.78","794676","1788660.63","176941"
"Cefixime",NULL,2021,NULL,NULL,NULL,NULL,"7439605.78","794676","2144256.34","208519"
"Cefixime",NULL,2022,NULL,NULL,NULL,NULL,"7439605.78","794676","1622984.23","169197"
"Cefotetan",NULL,2018,NULL,NULL,NULL,NULL,"99545.89","34560","17790.90","6675"
"Cefotetan",NULL,2019,NULL,NULL,NULL,NULL,"99545.89","34560","20986.55","15183"
"Cefotetan",NULL,2020,NULL,NULL,NULL,NULL,"99545.89","34560","27483.56","2190"
"Cefotetan",NULL,2021,NULL,NULL,NULL,NULL,"99545.89","34560","19668.90","9844"
"Cefotetan",NULL,2022,NULL,NULL,NULL,NULL,"99545.89","34560","13615.98","668"
"Cefoxitin",NULL,2018,NULL,NULL,NULL,NULL,"1990021.69","1002673","238497.09","169963"
"Cefoxitin",NULL,2019,NULL,NULL,NULL,NULL,"1990021.69","1002673","340196.95","213835"
"Cefoxitin",NULL,2020,NULL,NULL,NULL,NULL,"1990021.69","1002673","526436.62","226665"
"Cefoxitin",NULL,2021,NULL,NULL,NULL,NULL,"1990021.69","1002673","487319.35","243624"
"Cefoxitin",NULL,2022,NULL,NULL,NULL,NULL,"1990021.69","1002673","397571.68","148586"
"Cefoxitin Sodium",NULL,2018,NULL,NULL,NULL,NULL,"60568.16","12509","9381.09","1442"
"Cefoxitin Sodium",NULL,2019,NULL,NULL,NULL,NULL,"60568.16","12509","10388.10","567"
"Cefoxitin Sodium",NULL,2020,NULL,NULL,NULL,NULL,"60568.16","12509","15097.13","701"
"Cefoxitin Sodium",NULL,2021,NULL,NULL,NULL,NULL,"60568.16","12509","18653.25","9523"
"Cefoxitin Sodium",NULL,2022,NULL,NULL,NULL,NULL,"60568.16","12509","7048.59","276"
"Cefpodoxime Proxetil",NULL,2018,NULL,NULL,NULL,NULL,"82588001.91","19083819","12816568.47","2785931"
"Cefpodoxime Proxetil",NULL,2019,NULL,NULL,NULL,NULL,"82588001.91","19083819","16456817.40","3560147"
"Cefpodoxime Proxetil",NULL,2020,NULL,NULL,NULL,NULL,"82588001.91","19083819","15994379.81","3652786"
"Cefpodoxime Proxetil",NULL,2021,NULL,NULL,NULL,NULL,"82588001.91","19083819","16924967.72","4143867"
"Cefpodoxime Proxetil",NULL,2022,NULL,NULL,NULL,NULL,"82588001.91","19083819","20395268.51","4941088"
"Cefprozil",NULL,2018,NULL,NULL,NULL,NULL,"6128588.19","3806232","1676151.34","1045266"
"Cefprozil",NULL,2019,NULL,NULL,NULL,NULL,"6128588.19","3806232","1561857.31","970794"
"Cefprozil",NULL,2020,NULL,NULL,NULL,NULL,"6128588.19","3806232","1053750.09","645915"
"Cefprozil",NULL,2021,NULL,NULL,NULL,NULL,"6128588.19","3806232","875055.84","562498"
"Cefprozil",NULL,2022,NULL,NULL,NULL,NULL,"6128588.19","3806232","961773.61","581759"
"Ceftazidime",NULL,2018,NULL,NULL,NULL,NULL,"7438921.53","5987160","1426528.79","1397073"
"Ceftazidime",NULL,2019,NULL,NULL,NULL,NULL,"7438921.53","5987160","1392696.82","1146699"
"Ceftazidime",NULL,2020,NULL,NULL,NULL,NULL,"7438921.53","5987160","1416486.16","1089828"
"Ceftazidime",NULL,2021,NULL,NULL,NULL,NULL,"7438921.53","5987160","1598521.35","1333583"
"Ceftazidime",NULL,2022,NULL,NULL,NULL,NULL,"7438921.53","5987160","1604688.41","1019977"
"Ceftriaxone",NULL,2018,NULL,NULL,NULL,NULL,"5054660.25","8440035","1203289.63","2220308"
"Ceftriaxone",NULL,2019,NULL,NULL,NULL,NULL,"5054660.25","8440035","1078276.78","1987594"
"Ceftriaxone",NULL,2020,NULL,NULL,NULL,NULL,"5054660.25","8440035","1048736.91","1703763"
"Ceftriaxone",NULL,2021,NULL,NULL,NULL,NULL,"5054660.25","8440035","891798.32","1350739"
"Ceftriaxone",NULL,2022,NULL,NULL,NULL,NULL,"5054660.25","8440035","832558.61","1177631"
"Ceftriaxone*",NULL,2018,NULL,NULL,NULL,NULL,"102342834.18","27829927","16822795.70","5487714"
"Ceftriaxone*",NULL,2019,NULL,NULL,NULL,NULL,"102342834.18","27829927","18869023.42","5269736"
"Ceftriaxone*",NULL,2020,NULL,NULL,NULL,NULL,"102342834.18","27829927","25015496.88","5891292"
"Ceftriaxone*",NULL,2021,NULL,NULL,NULL,NULL,"102342834.18","27829927","20367457.88","5725335"
"Ceftriaxone*",NULL,2022,NULL,NULL,NULL,NULL,"102342834.18","27829927","21268060.30","5455850"
"Cefuroxime",NULL,2018,NULL,NULL,NULL,NULL,"132600796.11","88717063","32774639.95","20711458"
"Cefuroxime",NULL,2019,NULL,NULL,NULL,NULL,"132600796.11","88717063","31306779.79","20802190"
"Cefuroxime",NULL,2020,NULL,NULL,NULL,NULL,"132600796.11","88717063","23994995.03","15963927"
"Cefuroxime",NULL,2021,NULL,NULL,NULL,NULL,"132600796.11","88717063","20269147.39","14912986"
"Cefuroxime",NULL,2022,NULL,NULL,NULL,NULL,"132600796.11","88717063","24255233.95","16326502"
"Cefuroxime Sodium*",NULL,2018,NULL,NULL,NULL,NULL,"42060.90","84435","9945.56","14092"
"Cefuroxime Sodium*",NULL,2019,NULL,NULL,NULL,NULL,"42060.90","84435","9454.88","30139"
"Cefuroxime Sodium*",NULL,2020,NULL,NULL,NULL,NULL,"42060.90","84435","9007.34","14330"
"Cefuroxime Sodium*",NULL,2021,NULL,NULL,NULL,NULL,"42060.90","84435","10852.50","18627"
"Cefuroxime Sodium*",NULL,2022,NULL,NULL,NULL,NULL,"42060.90","84435","2800.62","7247"
"Celebrex",NULL,2018,NULL,NULL,NULL,NULL,"126614372.01","10539360","32769023.21","2922763"
"Celebrex",NULL,2019,NULL,NULL,NULL,NULL,"126614372.01","10539360","30085983.23","2595067"
"Celebrex",NULL,2020,NULL,NULL,NULL,NULL,"126614372.01","10539360","27322326.06","2267297"
"Celebrex",NULL,2021,NULL,NULL,NULL,NULL,"126614372.01","10539360","19072505.49","1473062"
"Celebrex",NULL,2022,NULL,NULL,NULL,NULL,"126614372.01","10539360","17364534.02","1281171"
"Celecoxib",NULL,2018,NULL,NULL,NULL,NULL,"1133520619.30","1233368876","301610444.40","203310245"
"Celecoxib",NULL,2019,NULL,NULL,NULL,NULL,"1133520619.30","1233368876","217197868.00","232686211"
"Celecoxib",NULL,2020,NULL,NULL,NULL,NULL,"1133520619.30","1233368876","195569192.90","243903295"
"Celecoxib",NULL,2021,NULL,NULL,NULL,NULL,"1133520619.30","1233368876","198447287.30","264396958"
"Celecoxib",NULL,2022,NULL,NULL,NULL,NULL,"1133520619.30","1233368876","220695826.70","289072167"
"Celestone",NULL,2022,NULL,NULL,NULL,NULL,"998.81","117","998.81","117"
"Celexa",NULL,2018,NULL,NULL,NULL,NULL,"17191984.97","1826664","3611477.76","400227"
"Celexa",NULL,2019,NULL,NULL,NULL,NULL,"17191984.97","1826664","3710121.38","392341"
"Celexa",NULL,2020,NULL,NULL,NULL,NULL,"17191984.97","1826664","3538885.78","375498"
"Celexa",NULL,2021,NULL,NULL,NULL,NULL,"17191984.97","1826664","3266501.58","340883"
"Celexa",NULL,2022,NULL,NULL,NULL,NULL,"17191984.97","1826664","3064998.47","317715"
"Cellcept",NULL,2018,NULL,NULL,NULL,NULL,"42088133.77","2996363","11397329.61","836306"
"Cellcept",NULL,2019,NULL,NULL,NULL,NULL,"42088133.77","2996363","9536196.58","673057"
"Cellcept",NULL,2020,NULL,NULL,NULL,NULL,"42088133.77","2996363","8373784.98","592383"
"Cellcept",NULL,2021,NULL,NULL,NULL,NULL,"42088133.77","2996363","6817241.12","482591"
"Cellcept",NULL,2022,NULL,NULL,NULL,NULL,"42088133.77","2996363","5963581.48","412026"
"Celontin",NULL,2018,NULL,NULL,NULL,NULL,"5349801.00","1208863","1133239.10","261598"
"Celontin",NULL,2019,NULL,NULL,NULL,NULL,"5349801.00","1208863","1136761.32","261071"
"Celontin",NULL,2020,NULL,NULL,NULL,NULL,"5349801.00","1208863","1186245.97","270953"
"Celontin",NULL,2021,NULL,NULL,NULL,NULL,"5349801.00","1208863","1007694.56","226455"
"Celontin",NULL,2022,NULL,NULL,NULL,NULL,"5349801.00","1208863","885860.05","188786"
"Cephalexin",NULL,2018,NULL,NULL,NULL,NULL,"241689037.41","846614625","43595954.79","160988085"
"Cephalexin",NULL,2019,NULL,NULL,NULL,NULL,"241689037.41","846614625","48815406.52","173309386"
"Cephalexin",NULL,2020,NULL,NULL,NULL,NULL,"241689037.41","846614625","42942739.18","165065587"
"Cephalexin",NULL,2021,NULL,NULL,NULL,NULL,"241689037.41","846614625","47648524.02","171364357"
"Cephalexin",NULL,2022,NULL,NULL,NULL,NULL,"241689037.41","846614625","58686412.90","175887210"
"Cequa",NULL,2019,NULL,NULL,NULL,NULL,"127738976.26","15330094","967377.33","115080"
"Cequa",NULL,2020,NULL,NULL,NULL,NULL,"127738976.26","15330094","17986574.81","2143410"
"Cequa",NULL,2021,NULL,NULL,NULL,NULL,"127738976.26","15330094","49318763.93","6004645"
"Cequa",NULL,2022,NULL,NULL,NULL,NULL,"127738976.26","15330094","59466260.19","7066959"
"Cequr Simplicity",NULL,2021,NULL,NULL,NULL,NULL,"1725481.85","44358","335305.71","9100"
"Cequr Simplicity",NULL,2022,NULL,NULL,NULL,NULL,"1725481.85","44358","1390176.14","35258"
"Cequr Simplicity Inserter",NULL,2022,NULL,NULL,NULL,NULL,"4529.86","239","4529.86","239"
"Cerdelga",NULL,2018,NULL,NULL,NULL,NULL,"138400223.94","271530","17945889.69","40264"
"Cerdelga",NULL,2019,NULL,NULL,NULL,NULL,"138400223.94","271530","24364606.07","50848"
"Cerdelga",NULL,2020,NULL,NULL,NULL,NULL,"138400223.94","271530","27496635.81","54600"
"Cerdelga",NULL,2021,NULL,NULL,NULL,NULL,"138400223.94","271530","31935141.07","59724"
"Cerdelga",NULL,2022,NULL,NULL,NULL,NULL,"138400223.94","271530","36657951.30","66094"
"Cerezyme",NULL,2018,NULL,NULL,NULL,NULL,"68469608.68","39572","12661395.16","7933"
"Cerezyme",NULL,2019,NULL,NULL,NULL,NULL,"68469608.68","39572","12100789.71","7157"
"Cerezyme",NULL,2020,NULL,NULL,NULL,NULL,"68469608.68","39572","12987685.16","7464"
"Cerezyme",NULL,2021,NULL,NULL,NULL,NULL,"68469608.68","39572","14987045.92","8396"
"Cerezyme",NULL,2022,NULL,NULL,NULL,NULL,"68469608.68","39572","15732692.73","8622"
"Cetirizine HCl",NULL,2018,NULL,NULL,NULL,NULL,"1601722.28","29146189","251612.31","4609243"
"Cetirizine HCl",NULL,2019,NULL,NULL,NULL,NULL,"1601722.28","29146189","321498.11","5952413"
"Cetirizine HCl",NULL,2020,NULL,NULL,NULL,NULL,"1601722.28","29146189","353677.74","6700759"
"Cetirizine HCl",NULL,2021,NULL,NULL,NULL,NULL,"1601722.28","29146189","389661.46","6533333"
"Cetirizine HCl",NULL,2022,NULL,NULL,NULL,NULL,"1601722.28","29146189","285272.66","5350441"
"Cevimeline HCl",NULL,2018,NULL,NULL,NULL,NULL,"102338609.06","61304835","19907689.59","10775072"
"Cevimeline HCl",NULL,2019,NULL,NULL,NULL,NULL,"102338609.06","61304835","20420395.28","11695701"
"Cevimeline HCl",NULL,2020,NULL,NULL,NULL,NULL,"102338609.06","61304835","20464021.34","12617146"
"Cevimeline HCl",NULL,2021,NULL,NULL,NULL,NULL,"102338609.06","61304835","20168383.96","13274036"
"Cevimeline HCl",NULL,2022,NULL,NULL,NULL,NULL,"102338609.06","61304835","21378118.89","12942880"
"Chantix",NULL,2018,NULL,NULL,NULL,NULL,"1036398122.93","130442907","269085135.30","36085847"
"Chantix",NULL,2019,NULL,NULL,NULL,NULL,"1036398122.93","130442907","314672260.70","40139521"
"Chantix",NULL,2020,NULL,NULL,NULL,NULL,"1036398122.93","130442907","298651751.00","36254074"
"Chantix",NULL,2021,NULL,NULL,NULL,NULL,"1036398122.93","130442907","153238579.90","17876158"
"Chantix",NULL,2022,NULL,NULL,NULL,NULL,"1036398122.93","130442907","750396.03","87307"
"Charlotte 24 Fe",NULL,2020,NULL,NULL,NULL,NULL,"87074.91","43596","9652.41","3556"
"Charlotte 24 Fe",NULL,2021,NULL,NULL,NULL,NULL,"87074.91","43596","41413.33","19432"
"Charlotte 24 Fe",NULL,2022,NULL,NULL,NULL,NULL,"87074.91","43596","36009.17","20608"
"Chateal Eq",NULL,2020,NULL,NULL,NULL,NULL,"2798.11","6048","428.28","1176"
"Chateal Eq",NULL,2021,NULL,NULL,NULL,NULL,"2798.11","6048","1350.36","2828"
"Chateal Eq",NULL,2022,NULL,NULL,NULL,NULL,"2798.11","6048","1019.47","2044"
"Chemet",NULL,2018,NULL,NULL,NULL,NULL,"1031830.13","56895","169312.84","10115"
"Chemet",NULL,2019,NULL,NULL,NULL,NULL,"1031830.13","56895","233934.06","13205"
"Chemet",NULL,2020,NULL,NULL,NULL,NULL,"1031830.13","56895","286689.73","15437"
"Chemet",NULL,2021,NULL,NULL,NULL,NULL,"1031830.13","56895","69031.87","3230"
"Chemet",NULL,2022,NULL,NULL,NULL,NULL,"1031830.13","56895","272861.63","14908"
"Chenodal",NULL,2018,NULL,NULL,NULL,NULL,"92998269.92","190363","18012010.45","36820"
"Chenodal",NULL,2019,NULL,NULL,NULL,NULL,"92998269.92","190363","17658479.52","36075"
"Chenodal",NULL,2020,NULL,NULL,NULL,NULL,"92998269.92","190363","19276360.99","39180"
"Chenodal",NULL,2021,NULL,NULL,NULL,NULL,"92998269.92","190363","18964676.82","38910"
"Chenodal",NULL,2022,NULL,NULL,NULL,NULL,"92998269.92","190363","19086742.14","39378"
"Chlordiazepoxide-Amitriptyline",NULL,2018,NULL,NULL,NULL,NULL,"2505193.84","1926853","784383.98","579117"
"Chlordiazepoxide-Amitriptyline",NULL,2019,NULL,NULL,NULL,NULL,"2505193.84","1926853","635614.15","484258"
"Chlordiazepoxide-Amitriptyline",NULL,2020,NULL,NULL,NULL,NULL,"2505193.84","1926853","398930.65","324646"
"Chlordiazepoxide-Amitriptyline",NULL,2021,NULL,NULL,NULL,NULL,"2505193.84","1926853","361052.73","285002"
